,n-xpos,n-ypos,t-xpos,t-ypos,time,c-xpos,c-ypos,c-xvel,c-yvel,c-xacc,c-yacc,c-speed,c-scacc,a-pos,a-vel
0,0.055598237222558106,0.4951522922244218,0.10714206935538154,0.43100041068463996,-0.5,0.08137015328896982,0.46307635145453085,,,,,,,-51.21931933680367,
1,0.05533202942438431,0.4958512266585488,0.10904995177486476,0.43034998388076795,-0.44886363636363635,0.08219099059962454,0.46310060526965835,0.016416746213094302,0.00048507630254990275,,,0.016423911082456628,,-50.64463688893487,11.493648957376053
2,0.05410088272607547,0.49517227102318523,0.11068152094764484,0.42974874871537994,-0.3977272727272727,0.08239120183686016,0.46246050986928255,0.0040042247447125145,-0.012801908007515905,-0.24825042936763575,-0.26573968620131616,0.013413525429172892,0.36365623396772606,-49.14555942623463,29.981549254004847
3,0.05315582002104562,0.4943673944921692,0.11172198225013864,0.43021626861371776,-0.34659090909090906,0.08243890113559213,0.4622918315529435,0.0009539859746393597,-0.0033735663267808746,-0.061004775401463096,0.1885668336147006,0.0035058578124331297,0.1981893876100765,-47.605779485821934,30.795598808253857
4,0.054190963440593154,0.49558852945397036,0.11169699208815419,0.43179960998313144,-0.2954545454545454,0.08294397776437368,0.46369406971855087,0.010101532575630956,0.028044763312147225,0.18295093201983192,0.628366592778562,0.029808550947855422,0.6544582633346945,-47.96518276900728,-7.18806566370688
5,0.056284456475445034,0.4960383723051589,0.11132969736711575,0.43237916739133153,-0.24431818181818182,0.0838070769212804,0.4642087698482452,0.017261983138134318,0.010294002593886908,0.14320901125006724,-0.35501521436520633,0.02009832210071736,0.3828114723124103,-49.15047802501238,-23.705905120102102
6,0.057159325084182096,0.4868997645136472,0.11331993811368385,0.43147407990224235,-0.19318181818181818,0.08523963159893297,0.45918692220794477,0.02865109355305151,-0.10043695280600895,0.22778220829834384,-2.214619107997917,0.10444360512133895,2.2263024340656776,-44.62264463781846,90.55666774387845
7,0.057291992142946134,0.4628523529284066,0.11870055349541812,0.43336926991576513,-0.14204545454545453,0.08799627281918213,0.44811081142208586,0.05513282440498313,-0.22152221571717812,0.5296346170386323,-2.4217052582233833,0.22827991673189016,2.4789451759311745,-25.646293720281815,379.52701835073293
8,0.05958686373769898,0.4302358970450154,0.1229693661140579,0.44116954440984013,-0.09090909090909088,0.09127811492587844,0.4357027207274278,0.06563684213392623,-0.24816181389316183,0.2100803545788621,-0.5327919635196743,0.2566953075536408,0.5727137433056154,9.787349128139258,708.6728569684215
9,0.06462543192717014,0.39990546910480884,0.11995160904474983,0.44851220127207286,-0.03977272727272724,0.09228852048595998,0.4242088351884409,0.02020811120163085,-0.22987771077973784,-0.9085746186459076,0.36568206226847977,0.23076422961904272,0.9794034961712587,41.30087551646013,630.2705277664174
