,n-xpos,n-ypos,t-xpos,t-ypos,time,c-xpos,c-ypos,c-xvel,c-yvel,c-xacc,c-yacc,c-speed,c-scacc,a-pos,a-vel
0,-0.1230761864248477,0.4973037828021703,-0.12432620383744095,0.4681942547915736,-0.5,-0.12370119513114433,0.48274901879687193,,,,,,,87.54112303996766,
1,-0.11977061261588734,0.4966986570677773,-0.12451810526504652,0.45631082423791364,-0.44886363636363635,-0.12214435894046693,0.4765047406528455,0.03113672381354793,-0.12488556288052899,,,0.1287085831863117,,83.29578426848356,-84.906775429682
2,-0.12038427987470443,0.49724627034540714,-0.12425063959882518,0.44544534197343916,-0.3977272727272727,-0.1223174597367648,0.4713458061594231,-0.003462015925957407,-0.10317868986844725,-0.6919747947901067,0.4341374602416348,0.10323675506931047,0.8168870491138095,85.73142605002229,48.71283563077469
3,-0.12144101679921757,0.49874151705792247,-0.12592131835938983,0.4365129007564572,-0.34659090909090906,-0.1236811675793037,0.46762720890718984,-0.02727415685077783,-0.0743719450446656,-0.4762428184964085,0.576134896475633,0.07921531317647865,0.7474882213830473,85.88195576636947,3.0105943269435897
4,-0.11772031521838926,0.4982548346320456,-0.13173994711230413,0.43047506420339027,-0.2954545454545454,-0.1247301311653467,0.46436494941771794,-0.020979271720860115,-0.06524518978943794,0.1258977025983543,0.18253510510455317,0.0685351342932766,0.2217415074249157,78.31368600280096,-151.36539527137018
5,-0.10966653603696971,0.49193168445453406,-0.13995867814404073,0.42834351715055974,-0.24431818181818182,-0.12481260709050522,0.4601376008025469,-0.0016495185031703552,-0.0845469723034209,0.3865950643537952,-0.38603565027965914,0.08456306189446856,0.5463325608725461,64.52779581414256,-275.717803773168
6,-0.10075055875864711,0.4793958284704289,-0.14665494574089724,0.43053096636847904,-0.19318181818181818,-0.12370275224977217,0.45496339741945396,0.02219709681466092,-0.10348406766185869,0.47693230635662553,-0.3787419071687559,0.1058379108204786,0.6090236917333156,46.78926801222173,-354.77055603841666
7,-0.09238389057208853,0.4646876878085685,-0.14985364770161635,0.4358861770019951,-0.14204545454545453,-0.12111876913685243,0.45028693240528184,0.05167966225839482,-0.09352930028344253,0.589651308874678,0.19909534756832326,0.1068574634859546,0.6223565083462792,26.618170947715463,-403.4219412901254
8,-0.08418830454544561,0.45225221754817235,-0.15028036523099988,0.44176802286730255,-0.09090909090909088,-0.11723433488822274,0.44701012020773745,0.07768868497259385,-0.06553624395088775,0.5201804542839805,0.5598611266510956,0.10163922000862266,0.7642199854453706,9.01373408773643,-352.08873719958063
9,-0.07587437409012192,0.4436125980051399,-0.14924720818211076,0.4458727209786818,-0.03977272727272724,-0.11256079113611633,0.44474265949191083,0.09347087504212814,-0.04534921431653238,0.31564380139068593,0.4037405926871074,0.10389107623019371,0.5124816831260406,-1.7643392895368775,-215.56146754546614
10,-0.06796527783583402,0.4378079726678942,-0.14725076360918915,0.44809553562518867,0.011363636363636354,-0.10760802072251158,0.4429517541465414,0.09905540827209514,-0.03581810690738818,0.11169066459933985,0.19062214818288403,0.10533238196480958,0.22093349211131305,-7.39301850806299,-112.57358437052225
11,-0.06219386968791714,0.43335746846677325,-0.1443824316466471,0.4500430610267323,0.0625,-0.10328815066728211,0.4417002647467528,0.08639740110458927,-0.025029787995772823,-0.2531601433501174,0.21576637823230715,0.0899499928001143,0.3326337147021315,-11.475993096018689,-81.65949175911396
12,-0.060082629802694895,0.42991833256690576,-0.14126352947052015,0.45261715610174597,0.11363636363636365,-0.10067307963660752,0.44126774433432586,0.05230142061349197,-0.008650408248538355,-0.681919609821946,0.32758759494468936,0.053011962433546854,0.7565236193413666,-15.621413663471376,-82.90841134905375
13,-0.0605645298729182,0.4286884314282786,-0.13905243013721058,0.45478259962090267,0.1647727272727273,-0.0998084800050644,0.44173551552459067,0.01729199263086234,0.009355423805296192,-0.7001885596525925,0.36011664107669095,0.019660543322159236,0.7873677757241088,-18.389955706910268,-55.37084086877783
14,-0.060992983880862876,0.43039504166702397,-0.13840629502144502,0.45532456345033634,0.21590909090909094,-0.09969963945115395,0.4428598025586802,0.0021768110782088845,0.02248574068179021,-0.3023036310530691,0.2626063375298804,0.0225908618799489,0.4004367289082354,-17.85019184058282,10.795277326548955
15,-0.0605454499056307,0.4331294894767761,-0.13886824769415412,0.4550300670398452,0.2670454545454546,-0.09970684879989242,0.4440797782583107,-0.0001441869747692559,0.02439951399261009,-0.04641996105956281,0.03827546621639755,0.02439994001958342,0.06016497402022142,-15.622025649582637,44.56332382000365
16,-0.060497255750829954,0.434102783385598,-0.1396074410798279,0.45560503128180274,0.31818181818181823,-0.10005234841532892,0.44485390733370034,-0.0069099923087301285,0.015482581507793025,-0.13531610667921745,-0.17833864969634128,0.016954595950719794,0.2238640719328041,-15.20572352932099,8.326042405232954
17,-0.06135774032288388,0.43343910044783673,-0.14029346490057287,0.4569330835276587,0.3693181818181819,-0.10082560261172838,0.4451860919877477,-0.015465083927989065,0.006643693080947699,-0.17110183238517873,-0.17677776853690652,0.016831740214653328,0.24602076435629144,-16.574813175854125,-27.381792930662705
18,-0.06196473066603543,0.4337787341410323,-0.1409049964195431,0.457441966149894,0.4204545454545455,-0.10143486354278927,0.44561035014546313,-0.012185218621217908,0.00848516315430814,0.06559730613542314,0.03682940146720881,0.01484848634043565,0.07522905944285935,-16.686693045844027,-2.237597399798048
19,-0.061565369242863384,0.4359255640703103,-0.14122331044499184,0.45684285771634764,0.47159090909090917,-0.10139433984392761,0.44638421089332897,0.0008104739772332725,0.015477214957316798,0.2599138519690236,0.13984103606017317,0.015498420916427684,0.29514526222143256,-14.713070710749468,39.47244670189118
20,-0.06089866257945083,0.43761430267271567,-0.14100300220570988,0.45633392680915064,0.5227272727272727,-0.10095083239258035,0.4469741147409332,0.008870149026945218,0.011798076952084235,0.1611935009942389,-0.07358276010465126,0.014760561084441147,0.17719415156093146,-13.153428932358043,31.192835567828503
