,time,n-xpos,n-ypos,t-xpos,t-ypos,c-xpos,c-ypos,c-xvel,c-yvel,c-xacc,c-yacc,c-speed,c-scacc,a-pos,a-vel
0,-0.5,-0.09285728919082817,0.4596100246177938,-0.1418734318021272,0.4404750761961591,-0.11736536049647768,0.4500425504069765,,,,,,,21.324706246897627,
1,-0.44891304347826283,-0.0925928366541694,0.456555486195368,-0.1412919007104246,0.44172942956376626,-0.116942368682297,0.44914245787956714,0.008459836283613575,-0.018001850548187148,,,0.01989058704776736,,16.93246868876333,-87.84475116268595
2,-0.39782608695652566,-0.09309605344852956,0.4549503601180837,-0.1427560485554928,0.44171890921205775,-0.11792605100201117,0.44833463466507073,-0.01967364639428343,-0.01615646428992812,-0.5626696535579401,0.036907725165180594,0.025457488108590446,0.5638788160694466,14.91933670201137,-40.262639735039194
3,-0.34673913043478855,-0.09401902681271092,0.4532314121134993,-0.14509156189617792,0.44118757263364006,-0.11955529435444442,0.44720949237356966,-0.032584867048665034,-0.02250284583002138,-0.2582244130876321,-0.1269276308018652,0.03959989433103183,0.2877333330975517,13.268975646972633,-33.00722110077473
4,-0.2956521739130514,-0.09395538341655449,0.45065149825757866,-0.14623827981026888,0.441813861560249,-0.12009683161341168,0.4462326799089138,-0.01083074517934518,-0.019536249293117258,0.43508243738639707,0.059331930738082406,0.022337638137966454,0.4391093318607528,9.594296475669704,-73.49358342605856
5,-0.2445652173913142,-0.09217349205927372,0.44890530328903155,-0.14651516297716577,0.44403293326844595,-0.11934432751821974,0.44646911827873875,0.015050081903838775,0.004728767396499078,0.5176165416636791,0.48530033379232673,0.0157754938560556,0.7095373832172699,5.123540140416197,-89.41512670507015
6,-0.1934782608695771,-0.09105739325133343,0.4455688268039095,-0.1471679247555487,0.446214558730893,-0.11911265900344106,0.44589169276740126,0.004633370295573647,-0.011548510226749853,-0.20833423216530256,-0.3255455524649786,0.012443319844529038,0.38650104659836865,-0.6593429065468841,-115.65766093926163
7,-0.14239130434783992,-0.09544444153695632,0.4321586654431567,-0.14765093102060586,0.4456683474122774,-0.1215476862787811,0.43891350642771704,-0.048700545506800696,-0.13956372679368445,-1.0666783160474869,-2.560304331338692,0.14781670057609242,2.773618737137022,-14.508399666819878,-276.98113520545985
8,-0.09130434782610275,-0.10686732077519025,0.40516263662769203,-0.1465383937407386,0.4416383440939801,-0.12670285725796443,0.42340049036083605,-0.10310341958366664,-0.3102603213376198,-1.088057481537319,-3.4139318908787075,0.3269430869836044,3.5831271312483457,-42.59709332116567,-561.773873086916
9,-0.04021739130436558,-0.11969929055531933,0.37343845189887387,-0.14377036116862038,0.4360699090667671,-0.13173482586196986,0.4047541804828205,-0.10063937208010854,-0.3729261975603104,0.04928095007116218,-1.253317524453812,0.38626704757132757,1.2542860236576616,-68.97679616949586,-527.5940569666036
10,0.01086956521737159,-0.12667300217386404,0.34740788591000593,-0.14068513908316485,0.4274682125842096,-0.13367907062851445,0.3874380492471078,-0.03888489533089179,-0.3463226247142548,1.235089534984335,0.5320714569211127,0.34849877399191087,1.3448219936846573,-80.07265753756313,-221.9172273613455
11,0.061956521739108705,-0.12710413335235626,0.32575104330490334,-0.138706520955187,0.4076394618688598,-0.13290532715377162,0.36669525258688157,0.015474869494856436,-0.4148559332045243,1.0871952965149645,-1.3706661698053901,0.41514445305324693,1.7494911722593058,-81.93570554856093,-37.26096021995602
12,0.11304347826084582,-0.12638220104137385,0.2991997637259533,-0.1382923103985934,0.3731787291049618,-0.13233725571998362,0.33618924641545755,0.011361428675760177,-0.6101201234284803,-0.08226881638192518,-3.9052838044791205,0.6102258983966007,3.906150246940816,-80.85424672286166,21.629176513985442
13,0.16413043478258305,-0.12901971954421418,0.26311157998125684,-0.13865255417365424,0.3356532377567184,-0.1338361368589342,0.2993824088689876,-0.029977622779011615,-0.7361367509293992,-0.8267810290954358,-2.520332550018378,0.7367468859359861,2.6524786583032576,-82.43592409546778,-31.633547452122457
14,0.21521739130432016,-0.13457713697638402,0.22272762244426747,-0.13890031260176064,0.30813564170942603,-0.13673872478907234,0.2654316320768467,-0.058051758602762904,-0.6790155358428174,-0.5614827164750258,1.1424243017316371,0.6814925565204523,1.272947809647824,-87.10228039083991,-93.32712590744251
15,0.2663043478260574,-0.13846705547578533,0.19012798392337713,-0.13951048784996842,0.2863907898064261,-0.13898877166287688,0.2382593868649016,-0.045000937476090686,-0.5434449042389022,0.26101642253344437,2.7114126320783027,0.5453049131604781,2.7239471423333357,-89.37897166558005,-45.5338254948029
16,0.3173913043477945,-0.13605217493885385,0.17461244214155228,-0.14153290497460372,0.2573827573838859,-0.1387925399567288,0.2159975997627191,0.003924634122961512,-0.44523574204365035,0.978511431981044,1.9641832439050377,0.4452530390083363,2.194424853613108,-86.21162550525892,63.346923206422616
17,0.3684782608695316,-0.12798998111607343,0.1705741162527857,-0.1443364040468929,0.22174541084853264,-0.13616319258148318,0.19615976355065917,0.05258694750491233,-0.39675672424119846,0.9732462676390163,0.9695803560490379,0.40022654244626354,1.3737883258746433,-72.28416954165218,278.54911927213493
18,0.41956521739126884,-0.12015370730234815,0.15985959165372038,-0.14559735038166755,0.19285780972207983,-0.13287552884200785,0.1763587006879001,0.06575327478950677,-0.39602125725518134,0.26332654569188874,0.014709339720342385,0.4014428095551332,0.26373705530514824,-52.36558038888718,398.3717830552999
19,0.47065217391300596,-0.11604159814284773,0.13262723189235776,-0.14399205767279197,0.17582118115292558,-0.13001682790781985,0.15422420652264168,0.05717401868375993,-0.44268988330516845,-0.1715851221149367,-0.9333725209997423,0.4463666667586129,0.9490130226127628,-57.093416732984956,-94.55672688195548
20,0.5217391304347432,-0.11251696712591393,0.09934283173507774,-0.1406689910562198,0.1606163579994868,-0.12659297909106687,0.12997959486728228,0.06847697633505956,-0.4848922331071881,0.22605915302599255,-0.8440469960403929,0.4897035572830444,0.8737952118154689,-65.32365978963603,-164.6048611330214
21,0.5728260869564803,-0.10559091814090213,0.0762031856130312,-0.1373642284174657,0.13674751749513037,-0.12147757327918392,0.10647535155408078,0.10230811623765906,-0.47008486626403,0.6766227980519901,0.29614733686316175,0.481089110392835,0.7385943785156012,-62.3097745785279,60.2777042221625
