,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,533,702,570,703
1,-0.4488095238095243,474,708,539,676
2,-0.3976190476190487,372,731,422,637
3,-0.3464285714285731,309,773,377,563
4,-0.2952380952380974,283,645,391,530
5,-0.24404761904762173,235,555,509,521
6,-0.1928571428571461,271,455,540,606
7,-0.1416666666666705,477,321,390,585
8,-0.09047619047619482,458,409,326,589
9,-0.03928571428571914,475,416,350,453
10,0.011904761904756533,586,440,394,384
11,0.0630952380952321,588,462,585,291
12,0.11428571428570777,576,536,563,437
13,0.16547619047618345,570,515,641,453
14,0.216666666666659,516,489,630,444
15,0.2678571428571347,442,485,590,401
16,0.31904761904761036,407,475,605,382
17,0.37023809523808604,358,445,620,458
18,0.4214285714285617,365,382,577,576
19,0.4726190476190373,372,348,352,626
20,0.5238095238095131,487,189,347,449
21,0.5749999999999886,571,246,398,332
22,0.6261904761904642,558,399,512,317
23,0.67738095238094,507,422,529,373
24,0.7285714285714155,495,407,522,387
25,0.7797619047618911,493,372,526,424
26,0.8309523809523669,490,366,477,417
27,0.8821428571428425,469,348,442,392
28,0.933333333333318,451,362,399,357
29,0.9845238095237938,439,374,444,295
30,1.0357142857142694,405,439,346,414
31,1.0869047619047452,464,523,488,477
32,1.1380952380952207,423,592,496,687
33,1.1892857142856963,449,581,503,585
34,1.240476190476172,452,620,475,556
35,1.2916666666666476,491,676,422,505
36,1.3428571428571234,544,560,569,596
37,1.394047619047599,561,559,627,592
38,1.4452380952380746,611,516,602,607
39,1.4964285714285503,638,556,572,636
40,1.5476190476190261,650,605,624,573
41,1.5988095238095017,649,531,604,541
42,1.6499999999999773,608,560,591,503
