,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,251,830,117,738
1,-0.44875000000000115,251,830,116,738
2,-0.3975000000000023,251,834,115,740
3,-0.3462500000000034,248,831,119,734
4,-0.29500000000000454,249,828,117,734
5,-0.24375000000000568,248,833,116,732
6,-0.19250000000000678,251,832,116,742
7,-0.14125000000000792,249,832,117,740
8,-0.09000000000000907,248,828,119,742
9,-0.03875000000001022,197,749,117,758
10,0.012499999999988631,198,691,122,765
11,0.06374999999998754,188,619,129,750
12,0.11499999999998645,170,541,144,702
13,0.16624999999998524,169,448,146,620
14,0.21749999999998415,172,373,149,535
15,0.26874999999998295,177,295,129,464
16,0.31999999999998185,186,206,117,373
17,0.37124999999998076,204,168,114,304
18,0.42249999999997956,225,142,129,248
19,0.47374999999997847,225,140,127,251
20,0.5249999999999773,226,140,125,251
21,0.5762499999999762,225,142,124,248
22,0.6274999999999751,226,137,127,254
23,0.678749999999974,225,139,126,254
24,0.7299999999999729,228,137,125,251
25,0.7812499999999716,223,140,128,252
26,0.8324999999999705,227,136,123,246
27,0.8837499999999694,225,138,125,250
28,0.9349999999999683,225,137,129,248
29,0.9862499999999672,227,137,123,245
30,1.037499999999966,225,142,129,253
31,1.0887499999999648,225,138,126,251
32,1.1399999999999637,227,138,125,246
33,1.1912499999999626,225,139,125,248
34,1.2424999999999615,225,138,127,251
35,1.2937499999999602,225,136,123,250
36,1.3449999999999591,222,139,128,248
37,1.396249999999958,230,137,126,250
38,1.447499999999957,222,140,126,249
39,1.4987499999999558,224,140,124,248
40,1.5499999999999545,230,142,125,250
