,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,659,470,446,465
1,-0.44966216216216187,684,469,469,470
2,-0.39932432432432374,714,474,494,469
3,-0.34898648648648556,731,475,530,468
4,-0.29864864864864743,762,470,557,468
5,-0.2483108108108093,792,467,599,471
6,-0.19797297297297112,815,468,615,472
7,-0.147635135135133,835,466,620,475
8,-0.09729729729729486,853,473,658,470
9,-0.04695945945945673,881,476,680,475
10,0.003378378378381397,890,478,683,478
11,0.05371621621621958,891,475,687,477
12,0.10405405405405777,887,465,701,478
13,0.15439189189189584,886,445,700,476
14,0.20472972972973402,886,440,691,473
15,0.2550675675675721,879,441,699,478
16,0.3054054054054103,876,434,706,478
17,0.35574324324324846,874,441,707,476
18,0.40608108108108654,881,444,720,476
19,0.4564189189189247,879,444,728,472
20,0.5067567567567628,878,446,733,473
21,0.5570945945946011,880,442,743,476
22,0.6074324324324392,872,448,755,483
23,0.6577702702702772,874,451,762,483
24,0.7081081081081155,885,453,777,475
25,0.7584459459459536,887,456,804,476
26,0.8087837837837917,885,459,807,473
27,0.8591216216216297,887,452,826,477
28,0.909459459459468,884,453,819,473
29,0.9597972972973061,884,447,823,474
30,1.0101351351351442,874,446,818,478
31,1.0604729729729825,881,455,810,473
32,1.1108108108108206,876,448,812,476
33,1.1611486486486586,881,448,803,477
34,1.211486486486497,877,456,791,478
35,1.261824324324335,881,459,780,478
36,1.312162162162173,876,453,768,481
37,1.3625000000000114,884,454,770,478
38,1.4128378378378494,846,416,768,481
39,1.4631756756756875,838,416,776,479
40,1.5135135135135256,832,414,782,478
41,1.5638513513513637,825,412,785,472
42,1.6141891891892022,815,413,795,476
43,1.6645270270270403,793,405,804,470
44,1.7148648648648783,789,385,816,450
45,1.7652027027027164,790,367,818,436
46,1.8155405405405545,783,352,814,426
47,1.8658783783783925,770,348,813,413
48,1.916216216216231,771,328,806,402
49,1.9665540540540691,762,326,796,392
50,2.016891891891907,753,305,785,376
51,2.0672297297297453,750,306,775,364
52,2.1175675675675834,745,297,772,348
53,2.1679054054054214,740,285,767,348
54,2.2182432432432595,738,277,762,342
55,2.268581081081098,741,272,773,332
56,2.318918918918936,739,267,759,320
57,2.369256756756774,734,263,759,308
58,2.4195945945946122,731,253,744,304
59,2.4699324324324503,720,259,748,300
60,2.5202702702702884,713,260,751,300
61,2.570608108108127,699,267,751,297
62,2.620945945945965,685,270,753,285
63,2.671283783783803,664,269,755,277
64,2.721621621621641,649,265,748,269
65,2.771959459459479,632,255,746,257
66,2.8222972972973173,628,248,737,255
67,2.8726351351351553,624,244,730,245
68,2.922972972972994,616,235,728,238
69,2.973310810810832,609,236,726,237
70,3.02364864864867,602,235,717,240
71,3.073986486486508,593,228,707,237
72,3.124324324324346,588,228,702,231
73,3.174662162162184,592,232,704,243
74,3.2250000000000227,592,229,703,238
75,3.275337837837861,591,231,702,239
76,3.325675675675699,589,229,704,238
77,3.376013513513537,588,230,707,247
78,3.426351351351375,594,224,705,244
79,3.476689189189213,598,223,711,249
80,3.527027027027051,588,225,705,249
81,3.5773648648648892,587,223,703,246
82,3.6277027027027273,589,223,703,251
83,3.6780405405405654,586,225,704,245
84,3.7283783783784044,588,223,706,250
85,3.7787162162162424,582,224,703,251
86,3.8290540540540805,591,222,703,252
87,3.8793918918919186,586,224,703,253
88,3.9297297297297566,590,226,705,250
89,3.9800675675675947,588,224,707,243
90,4.030405405405433,588,223,708,246
91,4.080743243243271,588,221,715,254
92,4.131081081081109,585,228,709,247
93,4.181418918918947,587,223,703,247
94,4.231756756756785,588,228,707,245
95,4.282094594594623,586,229,704,251
96,4.332432432432462,586,228,711,246
97,4.3827702702703,583,225,710,247
98,4.433108108108138,582,228,710,247
99,4.483445945945976,583,229,709,248
100,4.533783783783814,581,225,711,246
101,4.5841216216216525,581,225,714,244
102,4.634459459459491,583,222,712,246
103,4.684797297297329,578,226,714,248
104,4.735135135135167,594,226,714,247
105,4.785472972973005,596,238,707,243
106,4.835810810810843,597,245,718,243
107,4.886148648648681,593,243,717,246
108,4.936486486486519,597,243,714,242
109,4.986824324324358,592,241,711,241
110,5.037162162162196,592,246,720,250
111,5.087500000000034,586,237,714,247
112,5.137837837837872,593,238,717,246
113,5.18817567567571,586,242,718,245
114,5.238513513513548,591,237,718,250
115,5.288851351351386,586,235,720,246
116,5.3391891891892245,586,238,724,250
117,5.3895270270270625,588,238,714,240
118,5.439864864864901,584,233,709,245
119,5.490202702702739,588,238,717,243
120,5.540540540540577,590,232,727,246
121,5.590878378378415,593,243,718,249
122,5.641216216216254,594,241,720,245
123,5.691554054054092,595,241,721,249
124,5.74189189189193,602,236,714,243
125,5.792229729729768,603,230,713,246
126,5.842567567567606,605,235,713,245
127,5.892905405405444,600,237,721,251
128,5.943243243243282,604,229,717,249
129,5.99358108108112,598,223,708,241
130,6.043918918918958,588,219,708,231
131,6.0942567567567965,568,206,683,223
132,6.1445945945946345,553,206,666,197
133,6.194932432432473,536,195,663,192
134,6.245270270270311,526,188,664,192
135,6.29560810810815,516,184,657,184
136,6.345945945945988,518,187,642,175
137,6.396283783783826,519,190,634,188
138,6.446621621621664,525,193,625,191
139,6.496959459459502,523,193,625,190
140,6.54729729729734,526,194,622,189
141,6.597635135135178,530,192,626,191
142,6.647972972973016,537,198,619,187
143,6.698310810810854,540,199,618,184
144,6.748648648648692,536,203,618,184
145,6.79898648648653,537,197,619,185
146,6.849324324324368,551,201,612,181
147,6.8996621621622065,544,200,615,180
148,6.9500000000000455,546,200,612,178
