,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,842,472,704,446
1,-0.44891304347826283,839,470,705,445
2,-0.39782608695652566,841,469,702,445
3,-0.34673913043478855,841,470,705,446
4,-0.2956521739130514,842,469,708,440
5,-0.2445652173913142,842,468,708,445
6,-0.1934782608695771,840,470,710,443
7,-0.14239130434783992,848,465,711,449
8,-0.09130434782610275,852,452,710,451
9,-0.04021739130436558,840,415,714,448
10,0.01086956521737159,783,360,739,437
11,0.061956521739108705,745,310,760,375
12,0.11304347826084582,726,286,748,317
13,0.16413043478258305,707,268,739,313
14,0.21521739130432016,695,244,723,300
15,0.2663043478260574,693,228,716,269
16,0.3173913043477945,691,209,707,245
17,0.3684782608695316,699,188,710,229
18,0.41956521739126884,700,165,718,212
19,0.47065217391300596,696,156,725,193
20,0.5217391304347432,690,156,730,181
21,0.5728260869564803,674,155,733,167
22,0.6239130434782174,659,160,736,156
23,0.6749999999999545,643,161,732,147
24,0.7260869565216916,629,164,718,151
25,0.777173913043429,621,165,711,151
26,0.8282608695651661,618,166,709,153
27,0.8793478260869032,617,167,710,153
28,0.9304347826086403,621,165,708,152
29,0.9815217391303774,617,165,706,152
30,1.0326086956521148,618,165,712,153
31,1.0836956521738519,618,165,709,149
32,1.134782608695589,617,167,712,152
33,1.1858695652173261,619,167,710,150
34,1.2369565217390632,620,167,709,149
35,1.2880434782608006,618,167,712,151
36,1.3391304347825377,623,166,711,154
37,1.3902173913042748,619,167,711,150
38,1.441304347826012,616,167,710,154
39,1.492391304347749,617,168,712,152
40,1.5434782608694864,616,164,709,151
41,1.5945652173912235,617,167,712,151
42,1.6456521739129606,626,172,708,151
43,1.6967391304346977,633,176,709,153
44,1.7478260869564348,631,177,716,151
45,1.798913043478172,630,175,710,149
46,1.849999999999909,627,180,714,152
