,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,727,998,738,867
1,-0.44871794871794873,727,998,737,865
2,-0.39743589743589747,725,995,739,852
3,-0.34615384615384615,718,994,758,838
4,-0.2948717948717949,703,973,776,830
5,-0.2435897435897436,685,945,791,841
6,-0.1923076923076923,680,922,803,843
7,-0.14102564102564102,686,865,808,850
8,-0.08974358974358976,690,813,808,863
9,-0.03846153846153849,665,750,782,858
10,0.012820512820512775,635,687,744,826
11,0.0641025641025641,603,631,705,766
12,0.11538461538461542,542,559,655,703
13,0.16666666666666663,496,492,614,631
14,0.21794871794871795,444,439,562,577
15,0.26923076923076916,397,372,491,505
16,0.3205128205128205,378,320,463,470
17,0.3717948717948718,382,262,421,419
18,0.423076923076923,401,240,407,395
19,0.47435897435897434,421,210,404,351
20,0.5256410256410255,460,169,400,298
21,0.5769230769230769,459,170,400,299
22,0.6282051282051282,462,168,403,297
23,0.6794871794871795,460,169,403,301
24,0.7307692307692308,460,169,403,301
25,0.7820512820512819,465,170,404,298
26,0.8333333333333333,461,167,403,294
27,0.8846153846153846,460,165,405,293
28,0.9358974358974359,465,170,405,294
29,0.9871794871794872,461,170,400,297
30,1.0384615384615383,458,167,399,294
31,1.0897435897435896,460,166,403,301
32,1.141025641025641,465,164,405,296
33,1.1923076923076923,461,163,406,297
34,1.2435897435897436,462,166,401,294
35,1.2948717948717947,462,165,403,293
36,1.346153846153846,465,164,401,295
37,1.3974358974358974,465,166,401,295
38,1.4487179487179487,465,171,404,293
39,1.5,465,168,399,292
