,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,674,370,746,352
1,-0.4491525423728814,668,370,752,352
2,-0.3983050847457627,666,371,752,349
3,-0.34745762711864403,663,372,746,345
4,-0.2966101694915254,674,369,756,348
5,-0.2457627118644068,665,372,750,346
6,-0.19491525423728812,655,362,770,345
7,-0.14406779661016944,646,353,773,345
8,-0.09322033898305082,641,336,765,345
9,-0.0423728813559322,641,293,753,334
10,0.008474576271186418,624,274,713,303
11,0.05932203389830515,609,260,678,286
12,0.11016949152542377,580,240,664,271
13,0.1610169491525424,555,232,642,255
14,0.21186440677966112,544,223,636,231
15,0.26271186440677974,523,223,648,218
16,0.31355932203389836,501,221,636,214
17,0.364406779661017,481,214,605,210
18,0.4152542372881356,459,216,584,207
19,0.4661016949152543,455,218,585,204
20,0.5169491525423728,451,215,586,201
21,0.5677966101694916,450,211,582,202
22,0.6186440677966103,443,207,582,204
23,0.6694915254237288,446,205,586,201
24,0.7203389830508475,441,208,586,203
25,0.7711864406779663,444,208,583,205
26,0.8220338983050848,447,210,582,202
27,0.8728813559322035,442,208,586,204
28,0.9237288135593222,445,209,582,202
29,0.9745762711864407,441,206,583,201
30,1.0254237288135595,447,208,582,201
31,1.076271186440678,441,208,583,206
32,1.1271186440677967,442,207,585,204
33,1.1779661016949154,452,193,578,208
34,1.228813559322034,443,178,548,191
35,1.2796610169491527,434,164,527,190
36,1.3305084745762712,419,157,483,187
37,1.38135593220339,395,161,483,169
38,1.4322033898305087,386,164,478,167
39,1.4830508474576272,385,164,484,171
40,1.5338983050847457,382,164,481,170
41,1.5847457627118646,386,165,480,168
42,1.6355932203389831,383,165,475,164
43,1.6864406779661016,381,164,476,164
44,1.7372881355932206,381,164,477,167
45,1.788135593220339,381,167,482,164
46,1.8389830508474576,376,165,473,165
47,1.8898305084745766,380,167,485,168
48,1.940677966101695,378,166,480,166
49,1.9915254237288136,379,165,476,167
50,2.0423728813559325,378,164,473,167
51,2.093220338983051,378,166,473,167
52,2.1440677966101696,379,165,475,163
53,2.1949152542372885,382,163,475,165
54,2.245762711864407,372,166,478,166
55,2.2966101694915255,379,167,485,166
56,2.3474576271186445,377,166,483,167
57,2.398305084745763,377,165,480,166
58,2.4491525423728815,379,166,482,166
59,2.5,376,166,480,164
