,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,458,864,616,894
1,-0.4488372093023272,456,870,611,892
2,-0.39767441860465436,456,872,614,890
3,-0.34651162790698153,455,865,616,895
4,-0.2953488372093087,458,868,611,895
5,-0.24418604651163583,458,860,617,890
6,-0.193023255813963,471,861,609,895
7,-0.1418604651162902,489,848,612,907
8,-0.09069767441861737,530,817,606,908
9,-0.03953488372094455,554,763,592,890
10,0.01162790697672833,572,692,598,848
11,0.06279069767440115,595,624,608,770
12,0.11395348837207397,618,537,618,700
13,0.1651162790697468,621,474,640,633
14,0.21627906976741962,630,395,642,569
15,0.26744186046509244,626,333,635,498
16,0.31860465116276526,635,276,627,442
17,0.3697674418604381,621,212,649,367
18,0.4209302325581109,587,158,662,278
19,0.47209302325578373,594,78,654,225
20,0.5232558139534567,580,47,667,156
21,0.5744186046511295,549,53,665,122
22,0.6255813953488023,540,74,666,53
23,0.6767441860464751,535,80,672,26
24,0.727906976744148,520,57,674,29
25,0.7790697674418208,532,77,674,33
26,0.8302325581394936,520,53,673,37
27,0.8813953488371664,520,52,678,38
28,0.9325581395348392,519,58,678,34
29,0.9837209302325121,517,63,680,28
30,1.0348837209301849,524,59,672,29
31,1.0860465116278577,521,67,677,31
32,1.1372093023255305,524,67,677,34
33,1.1883720930232033,521,64,677,33
34,1.2395348837208762,521,68,675,27
35,1.290697674418549,521,69,679,31
36,1.3418604651162218,523,66,677,30
37,1.3930232558138946,513,70,677,36
38,1.4441860465115675,516,68,676,31
39,1.4953488372092403,522,78,680,34
40,1.5465116279069133,518,70,687,31
41,1.5976744186045861,516,73,678,39
42,1.648837209302259,524,69,674,32
43,1.6999999999999318,521,76,681,29
