animal,back left,back right,front right,front left
m1064,|[311, 87]|,|[878, 93]|,|[856, 998]|,|[333, 991]|
m1065,|[312, 88]|,|[881, 90]|,|[853, 994]|,|[332, 991]|
m974,|[275, 161]|,|[735, 150]|,|[924, 475]|,|[139, 495]|
m974,|[278, 157]|,|[738, 151]|,|[922, 474]|,|[140, 497]|
