,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,862,972,714,920
1,-0.44966442953020136,859,973,715,920
2,-0.3993288590604027,862,977,714,919
3,-0.348993288590604,857,970,716,916
4,-0.2986577181208054,862,969,714,919
5,-0.24832214765100674,857,974,716,921
6,-0.19798657718120805,857,975,716,921
7,-0.1476510067114094,856,975,718,920
8,-0.09731543624161076,862,973,713,917
9,-0.046979865771812124,861,975,715,920
10,0.003355704697986517,858,974,715,920
11,0.05369127516778516,862,972,712,916
12,0.10402684563758391,861,979,714,916
13,0.15436241610738255,858,977,718,921
14,0.2046979865771812,862,974,720,920
15,0.25503355704697983,863,990,716,936
16,0.30536912751677847,863,991,719,941
17,0.3557046979865771,863,993,719,941
18,0.40604026845637575,857,989,721,946
19,0.4563758389261744,854,989,720,936
20,0.506711409395973,853,957,719,940
21,0.5570469798657718,854,941,716,952
22,0.6073825503355703,848,927,716,951
23,0.6577181208053691,846,921,713,954
24,0.7080536912751678,842,914,715,958
25,0.7583892617449663,842,912,718,961
26,0.8087248322147651,832,909,720,963
27,0.8590604026845636,834,909,719,958
28,0.9093959731543624,831,905,719,962
29,0.9597315436241609,835,905,718,958
30,1.0100671140939597,837,904,718,964
31,1.0604026845637582,837,909,719,957
32,1.110738255033557,839,906,719,959
33,1.1610738255033557,839,906,715,961
34,1.2114093959731542,839,908,719,959
35,1.261744966442953,839,906,716,963
36,1.3120805369127515,835,908,716,959
37,1.3624161073825503,835,906,716,959
38,1.4127516778523488,834,904,716,963
39,1.4630872483221475,825,900,718,963
40,1.513422818791946,831,906,719,964
41,1.563758389261745,829,899,719,962
42,1.6140939597315436,823,912,720,964
43,1.664429530201342,814,904,719,968
44,1.7147651006711406,818,899,723,969
45,1.7651006711409396,818,895,726,972
46,1.8154362416107381,817,885,724,978
47,1.8657718120805367,818,880,731,978
48,1.9161073825503356,812,878,746,984
49,1.9664429530201342,806,874,753,988
50,2.0167785234899327,793,869,771,991
51,2.0671140939597312,789,863,780,991
52,2.11744966442953,780,874,790,990
53,2.1677852348993287,779,869,798,990
54,2.2181208053691273,776,873,802,989
55,2.268456375838926,780,875,797,993
56,2.3187919463087248,779,875,801,993
57,2.3691275167785233,782,873,801,990
58,2.419463087248322,784,874,797,993
59,2.469798657718121,784,877,800,989
60,2.5201342281879193,785,877,798,990
61,2.570469798657718,781,875,802,989
62,2.6208053691275164,784,879,798,990
63,2.6711409395973154,785,878,797,991
64,2.721476510067114,787,875,798,993
65,2.7718120805369124,787,872,800,988
66,2.8221476510067114,784,872,797,991
67,2.87248322147651,781,874,796,989
68,2.9228187919463084,782,874,796,991
69,2.973154362416107,780,878,798,991
70,3.023489932885906,784,879,797,991
71,3.0738255033557045,787,877,803,990
72,3.124161073825503,784,874,797,990
73,3.174496644295302,784,871,801,986
74,3.2248322147651005,786,874,796,990
75,3.275167785234899,780,875,800,986
76,3.3255033557046976,781,877,798,991
77,3.3758389261744965,785,874,800,986
78,3.426174496644295,782,879,801,993
79,3.4765100671140936,781,875,798,993
80,3.526845637583892,779,873,800,989
81,3.577181208053691,785,874,797,989
82,3.62751677852349,782,871,797,991
83,3.677852348993288,784,874,798,996
84,3.728187919463087,785,872,800,990
85,3.7785234899328852,781,873,798,993
86,3.828859060402684,784,872,797,990
87,3.879194630872483,780,871,792,989
88,3.9295302013422813,786,874,801,990
89,3.9798657718120802,781,866,801,990
90,4.030201342281879,782,872,796,988
91,4.080536912751677,784,873,798,994
92,4.130872483221476,785,878,798,993
93,4.181208053691275,781,871,792,994
94,4.231543624161073,781,875,797,994
95,4.281879194630872,782,868,802,990
96,4.332214765100671,785,866,797,991
97,4.382550335570469,780,866,793,985
98,4.432885906040268,780,869,793,993
99,4.483221476510066,781,872,798,986
100,4.533557046979865,776,874,787,983
101,4.583892617449664,782,866,802,989
102,4.6342281879194624,782,867,796,988
103,4.684563758389261,786,872,798,994
104,4.73489932885906,780,871,802,989
105,4.7852348993288585,782,871,798,989
106,4.8355704697986575,785,875,798,991
107,4.885906040268456,787,875,798,986
108,4.9362416107382545,784,868,801,989
109,4.9865771812080535,782,872,798,988
110,5.036912751677852,781,867,798,989
111,5.0872483221476505,781,868,798,989
112,5.1375838926174495,791,866,801,985
113,5.187919463087248,789,875,795,990
114,5.238255033557047,789,871,801,991
115,5.2885906040268456,786,872,803,988
116,5.338926174496644,792,875,795,984
117,5.389261744966443,786,877,795,988
118,5.439597315436242,786,871,800,984
119,5.48993288590604,784,871,801,986
120,5.540268456375839,789,866,798,996
121,5.590604026845638,789,875,804,991
122,5.640939597315436,789,871,797,989
123,5.691275167785235,786,874,795,993
124,5.741610738255033,789,871,796,989
125,5.791946308724832,787,868,798,985
126,5.842281879194631,786,879,798,991
127,5.892617449664429,786,872,804,988
128,5.942953020134228,785,869,802,988
129,5.993288590604027,790,871,798,986
130,6.043624161073825,784,869,792,982
131,6.093959731543624,787,869,800,985
132,6.144295302013423,791,868,803,985
133,6.194630872483221,790,867,798,986
134,6.24496644295302,784,868,803,988
135,6.295302013422818,782,869,798,984
136,6.345637583892617,787,867,806,980
137,6.395973154362416,789,871,803,986
138,6.446308724832214,787,866,803,991
139,6.496644295302013,786,869,798,986
140,6.546979865771812,791,872,806,983
141,6.59731543624161,790,867,800,986
142,6.647651006711409,779,869,796,982
143,6.697986577181208,785,866,798,988
144,6.748322147651006,786,866,800,982
145,6.798657718120805,784,871,804,986
146,6.848993288590604,791,868,801,985
147,6.899328859060402,789,868,798,982
148,6.949664429530201,785,867,804,985
149,7.0,787,868,798,988
