,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,525,996,519,871
1,-0.44966442953020136,520,996,520,868
2,-0.3993288590604027,530,993,518,871
3,-0.348993288590604,523,993,517,876
4,-0.2986577181208054,535,991,512,870
5,-0.24832214765100674,538,991,511,857
6,-0.19798657718120805,524,968,509,847
7,-0.1476510067114094,539,958,501,843
8,-0.09731543624161076,566,944,497,841
9,-0.046979865771812124,573,936,491,842
10,0.003355704697986517,588,922,490,851
11,0.05369127516778516,601,898,486,858
12,0.10402684563758391,623,880,492,872
13,0.15436241610738255,625,852,498,886
14,0.2046979865771812,623,823,511,897
15,0.25503355704697983,631,820,525,901
16,0.30536912751677847,624,812,538,906
17,0.3557046979865771,611,817,548,905
18,0.40604026845637575,596,813,543,908
19,0.4563758389261744,590,824,545,909
20,0.506711409395973,572,816,543,914
21,0.5570469798657718,576,812,548,916
22,0.6073825503355703,564,813,552,918
23,0.6577181208053691,547,813,564,914
24,0.7080536912751678,543,810,561,912
25,0.7583892617449663,536,804,567,906
26,0.8087248322147651,526,797,571,898
27,0.8590604026845636,524,785,577,895
28,0.9093959731543624,515,783,571,886
29,0.9597315436241609,509,786,564,882
30,1.0100671140939597,501,790,560,875
31,1.0604026845637582,489,795,564,867
32,1.110738255033557,488,796,573,860
33,1.1610738255033557,479,802,579,854
34,1.2114093959731542,489,814,583,845
35,1.261744966442953,488,843,583,843
36,1.3120805369127515,485,867,582,833
37,1.3624161073825503,486,881,582,832
38,1.4127516778523488,482,887,584,827
39,1.4630872483221475,478,893,584,834
40,1.513422818791946,476,888,585,833
41,1.563758389261745,466,884,590,840
42,1.6140939597315436,467,885,599,841
43,1.664429530201342,467,876,599,845
44,1.7147651006711406,451,872,603,840
45,1.7651006711409396,453,871,595,837
46,1.8154362416107381,433,874,585,834
47,1.8657718120805367,420,876,576,846
48,1.9161073825503356,425,883,572,842
49,1.9664429530201342,423,895,556,845
50,2.0167785234899327,426,898,560,839
51,2.0671140939597312,429,897,568,834
52,2.11744966442953,432,901,555,839
53,2.1677852348993287,433,904,561,833
54,2.2181208053691273,436,900,554,837
55,2.268456375838926,448,904,554,829
56,2.3187919463087248,444,906,562,834
57,2.3691275167785233,451,904,566,829
58,2.419463087248322,449,902,565,824
59,2.469798657718121,442,900,564,827
60,2.5201342281879193,433,905,566,834
61,2.570469798657718,438,906,564,824
62,2.6208053691275164,439,907,562,830
63,2.6711409395973154,435,901,559,834
64,2.721476510067114,445,909,566,827
65,2.7718120805369124,438,899,561,829
66,2.8221476510067114,433,904,566,827
67,2.87248322147651,439,903,560,827
68,2.9228187919463084,437,905,567,821
69,2.973154362416107,437,906,562,827
70,3.023489932885906,439,905,565,828
71,3.0738255033557045,443,904,562,829
72,3.124161073825503,439,899,571,828
73,3.174496644295302,438,907,565,826
74,3.2248322147651005,436,903,567,829
75,3.275167785234899,437,902,566,829
76,3.3255033557046976,438,905,566,824
77,3.3758389261744965,441,898,565,829
78,3.426174496644295,432,898,565,833
79,3.4765100671140936,437,897,561,833
80,3.526845637583892,444,901,564,830
81,3.577181208053691,432,902,566,833
82,3.62751677852349,435,902,562,829
83,3.677852348993288,441,902,568,834
84,3.728187919463087,436,901,564,828
85,3.7785234899328852,435,909,568,829
86,3.828859060402684,433,902,565,831
87,3.879194630872483,436,901,560,832
88,3.9295302013422813,437,902,564,831
89,3.9798657718120802,438,907,561,835
90,4.030201342281879,437,897,555,831
91,4.080536912751677,437,909,571,829
92,4.130872483221476,436,904,555,830
93,4.181208053691275,438,899,564,829
94,4.231543624161073,445,888,605,862
95,4.281879194630872,459,875,608,867
96,4.332214765100671,465,868,612,874
97,4.382550335570469,466,876,615,874
98,4.432885906040268,464,875,608,869
99,4.483221476510066,470,877,606,866
100,4.533557046979865,473,877,607,866
101,4.583892617449664,468,875,613,875
102,4.6342281879194624,465,877,608,876
103,4.684563758389261,470,876,617,874
104,4.73489932885906,467,874,611,867
105,4.7852348993288585,467,875,614,863
106,4.8355704697986575,466,869,606,868
107,4.885906040268456,462,872,617,867
108,4.9362416107382545,466,875,609,872
109,4.9865771812080535,474,866,609,866
110,5.036912751677852,467,872,608,872
111,5.0872483221476505,470,870,621,872
112,5.1375838926174495,470,869,612,868
113,5.187919463087248,465,876,619,869
114,5.238255033557047,466,871,609,870
115,5.2885906040268456,466,878,615,872
116,5.338926174496644,470,870,607,875
117,5.389261744966443,465,875,606,870
118,5.439597315436242,468,873,614,869
119,5.48993288590604,473,877,619,872
120,5.540268456375839,468,876,614,872
121,5.590604026845638,468,879,617,868
122,5.640939597315436,467,873,613,870
123,5.691275167785235,470,871,618,872
124,5.741610738255033,462,878,619,871
125,5.791946308724832,465,873,613,873
126,5.842281879194631,467,876,609,872
127,5.892617449664429,464,872,613,875
128,5.942953020134228,468,876,614,868
129,5.993288590604027,468,875,612,872
130,6.043624161073825,470,878,617,867
131,6.093959731543624,467,872,614,873
132,6.144295302013423,473,868,613,866
133,6.194630872483221,471,878,615,873
134,6.24496644295302,466,873,618,872
135,6.295302013422818,462,868,617,875
136,6.345637583892617,466,871,611,876
137,6.395973154362416,468,874,614,872
138,6.446308724832214,467,877,613,873
139,6.496644295302013,466,874,612,869
140,6.546979865771812,468,876,618,874
141,6.59731543624161,462,871,617,869
142,6.647651006711409,470,875,614,870
143,6.697986577181208,473,872,611,873
144,6.748322147651006,466,874,614,869
145,6.798657718120805,466,871,617,875
146,6.848993288590604,467,875,612,872
147,6.899328859060402,466,870,614,873
148,6.949664429530201,467,873,615,870
149,7.0,470,876,611,872
