animal,back left,back right,front right,front left
m1017,|[69, 9]|,|[680, 9]|,|[652, 945]|,|[128, 935]|
m1018,|[77, 15]|,|[686, 12]|,|[653, 951]|,|[126, 943]|
m1021,|[68, 11]|,|[680, 8]|,|[651, 944]|,|[130, 940]|
m1023,|[74, 16]|,|[683, 13]|,|[651, 952]|,|[125, 944]|
