,time,n-xpos,n-ypos,t-xpos,t-ypos
0,-0.5,406,656,545,725
1,-0.4488888888888874,396,644,536,717
2,-0.39777777777777473,400,624,522,711
3,-0.3466666666666621,398,595,508,702
4,-0.29555555555554947,399,599,509,689
5,-0.24444444444443686,404,600,517,688
6,-0.19333333333332425,405,599,522,686
7,-0.1422222222222116,409,596,520,682
8,-0.09111111111109899,413,590,516,688
9,-0.03999999999998638,433,564,513,689
10,0.011111111111126282,444,534,510,671
11,0.06222222222223894,445,489,509,637
12,0.1133333333333515,445,448,513,582
13,0.16444444444446416,454,409,511,540
14,0.21555555555557682,464,369,523,521
15,0.26666666666668937,490,333,521,494
16,0.31777777777780203,502,290,533,446
17,0.3688888888889147,509,235,551,406
18,0.42000000000002724,522,193,558,355
19,0.4711111111111399,532,146,574,302
20,0.5222222222222526,532,90,596,234
21,0.5733333333333652,518,76,610,209
22,0.6244444444444779,515,66,622,139
23,0.6755555555555903,512,85,645,83
24,0.726666666666703,491,79,641,68
25,0.7777777777778156,483,74,619,45
26,0.8288888888889283,490,90,626,19
27,0.880000000000041,489,85,626,20
28,0.9311111111111536,484,83,623,27
29,0.9822222222222661,482,70,626,29
30,1.0333333333333787,483,79,624,30
31,1.0844444444444914,484,76,626,24
32,1.135555555555604,484,65,626,24
33,1.1866666666667167,484,69,627,28
34,1.2377777777778294,484,76,627,28
35,1.288888888888942,482,74,621,29
36,1.3400000000000545,484,73,626,28
37,1.3911111111111671,483,77,625,24
38,1.4422222222222798,487,68,626,27
39,1.4933333333333925,484,68,625,27
40,1.5444444444445051,480,74,631,25
41,1.5955555555556176,484,68,628,32
42,1.6466666666667304,488,68,628,25
43,1.697777777777843,487,70,626,31
44,1.7488888888889558,488,64,629,26
45,1.8000000000000682,486,68,626,29
